date_key,full_date,year_num,quarter_num,month_num,month_name,day_of_month,iso_day_of_week,day_name,iso_week_num,iso_year_num,is_weekend,first_day_month,last_day_month
20130624,2013-06-24,2013,2,6,June,24,1,Monday,26,2013,f,2013-06-01,2013-06-30
20130625,2013-06-25,2013,2,6,June,25,2,Tuesday,26,2013,f,2013-06-01,2013-06-30
20130626,2013-06-26,2013,2,6,June,26,3,Wednesday,26,2013,f,2013-06-01,2013-06-30
20130627,2013-06-27,2013,2,6,June,27,4,Thursday,26,2013,f,2013-06-01,2013-06-30
20130628,2013-06-28,2013,2,6,June,28,5,Friday,26,2013,f,2013-06-01,2013-06-30
20130629,2013-06-29,2013,2,6,June,29,6,Saturday,26,2013,t,2013-06-01,2013-06-30
20130630,2013-06-30,2013,2,6,June,30,7,Sunday,26,2013,t,2013-06-01,2013-06-30
20130701,2013-07-01,2013,3,7,July,1,1,Monday,27,2013,f,2013-07-01,2013-07-31
20130702,2013-07-02,2013,3,7,July,2,2,Tuesday,27,2013,f,2013-07-01,2013-07-31
20130703,2013-07-03,2013,3,7,July,3,3,Wednesday,27,2013,f,2013-07-01,2013-07-31
20130704,2013-07-04,2013,3,7,July,4,4,Thursday,27,2013,f,2013-07-01,2013-07-31
20130705,2013-07-05,2013,3,7,July,5,5,Friday,27,2013,f,2013-07-01,2013-07-31
20130706,2013-07-06,2013,3,7,July,6,6,Saturday,27,2013,t,2013-07-01,2013-07-31
20130707,2013-07-07,2013,3,7,July,7,7,Sunday,27,2013,t,2013-07-01,2013-07-31
20130708,2013-07-08,2013,3,7,July,8,1,Monday,28,2013,f,2013-07-01,2013-07-31
20130709,2013-07-09,2013,3,7,July,9,2,Tuesday,28,2013,f,2013-07-01,2013-07-31
20130710,2013-07-10,2013,3,7,July,10,3,Wednesday,28,2013,f,2013-07-01,2013-07-31
20130711,2013-07-11,2013,3,7,July,11,4,Thursday,28,2013,f,2013-07-01,2013-07-31
20130712,2013-07-12,2013,3,7,July,12,5,Friday,28,2013,f,2013-07-01,2013-07-31
20130713,2013-07-13,2013,3,7,July,13,6,Saturday,28,2013,t,2013-07-01,2013-07-31
20130714,2013-07-14,2013,3,7,July,14,7,Sunday,28,2013,t,2013-07-01,2013-07-31
20130715,2013-07-15,2013,3,7,July,15,1,Monday,29,2013,f,2013-07-01,2013-07-31
20130716,2013-07-16,2013,3,7,July,16,2,Tuesday,29,2013,f,2013-07-01,2013-07-31
20130717,2013-07-17,2013,3,7,July,17,3,Wednesday,29,2013,f,2013-07-01,2013-07-31
20130718,2013-07-18,2013,3,7,July,18,4,Thursday,29,2013,f,2013-07-01,2013-07-31
20130719,2013-07-19,2013,3,7,July,19,5,Friday,29,2013,f,2013-07-01,2013-07-31
20130720,2013-07-20,2013,3,7,July,20,6,Saturday,29,2013,t,2013-07-01,2013-07-31
20130721,2013-07-21,2013,3,7,July,21,7,Sunday,29,2013,t,2013-07-01,2013-07-31
20130722,2013-07-22,2013,3,7,July,22,1,Monday,30,2013,f,2013-07-01,2013-07-31
20130723,2013-07-23,2013,3,7,July,23,2,Tuesday,30,2013,f,2013-07-01,2013-07-31
20130724,2013-07-24,2013,3,7,July,24,3,Wednesday,30,2013,f,2013-07-01,2013-07-31
20130725,2013-07-25,2013,3,7,July,25,4,Thursday,30,2013,f,2013-07-01,2013-07-31
20130726,2013-07-26,2013,3,7,July,26,5,Friday,30,2013,f,2013-07-01,2013-07-31
20130727,2013-07-27,2013,3,7,July,27,6,Saturday,30,2013,t,2013-07-01,2013-07-31
20130728,2013-07-28,2013,3,7,July,28,7,Sunday,30,2013,t,2013-07-01,2013-07-31
20130729,2013-07-29,2013,3,7,July,29,1,Monday,31,2013,f,2013-07-01,2013-07-31
20130730,2013-07-30,2013,3,7,July,30,2,Tuesday,31,2013,f,2013-07-01,2013-07-31
20130731,2013-07-31,2013,3,7,July,31,3,Wednesday,31,2013,f,2013-07-01,2013-07-31
20130801,2013-08-01,2013,3,8,August,1,4,Thursday,31,2013,f,2013-08-01,2013-08-31
20130802,2013-08-02,2013,3,8,August,2,5,Friday,31,2013,f,2013-08-01,2013-08-31
20130803,2013-08-03,2013,3,8,August,3,6,Saturday,31,2013,t,2013-08-01,2013-08-31
20130804,2013-08-04,2013,3,8,August,4,7,Sunday,31,2013,t,2013-08-01,2013-08-31
20130805,2013-08-05,2013,3,8,August,5,1,Monday,32,2013,f,2013-08-01,2013-08-31
20130806,2013-08-06,2013,3,8,August,6,2,Tuesday,32,2013,f,2013-08-01,2013-08-31
20130807,2013-08-07,2013,3,8,August,7,3,Wednesday,32,2013,f,2013-08-01,2013-08-31
20130808,2013-08-08,2013,3,8,August,8,4,Thursday,32,2013,f,2013-08-01,2013-08-31
20130809,2013-08-09,2013,3,8,August,9,5,Friday,32,2013,f,2013-08-01,2013-08-31
20130810,2013-08-10,2013,3,8,August,10,6,Saturday,32,2013,t,2013-08-01,2013-08-31
20130811,2013-08-11,2013,3,8,August,11,7,Sunday,32,2013,t,2013-08-01,2013-08-31
20130812,2013-08-12,2013,3,8,August,12,1,Monday,33,2013,f,2013-08-01,2013-08-31
20130813,2013-08-13,2013,3,8,August,13,2,Tuesday,33,2013,f,2013-08-01,2013-08-31
20130814,2013-08-14,2013,3,8,August,14,3,Wednesday,33,2013,f,2013-08-01,2013-08-31
20130815,2013-08-15,2013,3,8,August,15,4,Thursday,33,2013,f,2013-08-01,2013-08-31
20130816,2013-08-16,2013,3,8,August,16,5,Friday,33,2013,f,2013-08-01,2013-08-31
20130817,2013-08-17,2013,3,8,August,17,6,Saturday,33,2013,t,2013-08-01,2013-08-31
20130818,2013-08-18,2013,3,8,August,18,7,Sunday,33,2013,t,2013-08-01,2013-08-31
20130819,2013-08-19,2013,3,8,August,19,1,Monday,34,2013,f,2013-08-01,2013-08-31
20130820,2013-08-20,2013,3,8,August,20,2,Tuesday,34,2013,f,2013-08-01,2013-08-31
20130821,2013-08-21,2013,3,8,August,21,3,Wednesday,34,2013,f,2013-08-01,2013-08-31
20130822,2013-08-22,2013,3,8,August,22,4,Thursday,34,2013,f,2013-08-01,2013-08-31
20130823,2013-08-23,2013,3,8,August,23,5,Friday,34,2013,f,2013-08-01,2013-08-31
20130824,2013-08-24,2013,3,8,August,24,6,Saturday,34,2013,t,2013-08-01,2013-08-31
20130825,2013-08-25,2013,3,8,August,25,7,Sunday,34,2013,t,2013-08-01,2013-08-31
20130826,2013-08-26,2013,3,8,August,26,1,Monday,35,2013,f,2013-08-01,2013-08-31
20130827,2013-08-27,2013,3,8,August,27,2,Tuesday,35,2013,f,2013-08-01,2013-08-31
20130828,2013-08-28,2013,3,8,August,28,3,Wednesday,35,2013,f,2013-08-01,2013-08-31
20130829,2013-08-29,2013,3,8,August,29,4,Thursday,35,2013,f,2013-08-01,2013-08-31
20130830,2013-08-30,2013,3,8,August,30,5,Friday,35,2013,f,2013-08-01,2013-08-31
20130831,2013-08-31,2013,3,8,August,31,6,Saturday,35,2013,t,2013-08-01,2013-08-31
20130901,2013-09-01,2013,3,9,September,1,7,Sunday,35,2013,t,2013-09-01,2013-09-30
20130902,2013-09-02,2013,3,9,September,2,1,Monday,36,2013,f,2013-09-01,2013-09-30
20130903,2013-09-03,2013,3,9,September,3,2,Tuesday,36,2013,f,2013-09-01,2013-09-30
20130904,2013-09-04,2013,3,9,September,4,3,Wednesday,36,2013,f,2013-09-01,2013-09-30
20130905,2013-09-05,2013,3,9,September,5,4,Thursday,36,2013,f,2013-09-01,2013-09-30
20130906,2013-09-06,2013,3,9,September,6,5,Friday,36,2013,f,2013-09-01,2013-09-30
20130907,2013-09-07,2013,3,9,September,7,6,Saturday,36,2013,t,2013-09-01,2013-09-30
20130908,2013-09-08,2013,3,9,September,8,7,Sunday,36,2013,t,2013-09-01,2013-09-30
20130909,2013-09-09,2013,3,9,September,9,1,Monday,37,2013,f,2013-09-01,2013-09-30
20130910,2013-09-10,2013,3,9,September,10,2,Tuesday,37,2013,f,2013-09-01,2013-09-30
20130911,2013-09-11,2013,3,9,September,11,3,Wednesday,37,2013,f,2013-09-01,2013-09-30
20130912,2013-09-12,2013,3,9,September,12,4,Thursday,37,2013,f,2013-09-01,2013-09-30
20130913,2013-09-13,2013,3,9,September,13,5,Friday,37,2013,f,2013-09-01,2013-09-30
20130914,2013-09-14,2013,3,9,September,14,6,Saturday,37,2013,t,2013-09-01,2013-09-30
20130915,2013-09-15,2013,3,9,September,15,7,Sunday,37,2013,t,2013-09-01,2013-09-30
20130916,2013-09-16,2013,3,9,September,16,1,Monday,38,2013,f,2013-09-01,2013-09-30
20130917,2013-09-17,2013,3,9,September,17,2,Tuesday,38,2013,f,2013-09-01,2013-09-30
20130918,2013-09-18,2013,3,9,September,18,3,Wednesday,38,2013,f,2013-09-01,2013-09-30
20130919,2013-09-19,2013,3,9,September,19,4,Thursday,38,2013,f,2013-09-01,2013-09-30
20130920,2013-09-20,2013,3,9,September,20,5,Friday,38,2013,f,2013-09-01,2013-09-30
20130921,2013-09-21,2013,3,9,September,21,6,Saturday,38,2013,t,2013-09-01,2013-09-30
20130922,2013-09-22,2013,3,9,September,22,7,Sunday,38,2013,t,2013-09-01,2013-09-30
20130923,2013-09-23,2013,3,9,September,23,1,Monday,39,2013,f,2013-09-01,2013-09-30
20130924,2013-09-24,2013,3,9,September,24,2,Tuesday,39,2013,f,2013-09-01,2013-09-30
20130925,2013-09-25,2013,3,9,September,25,3,Wednesday,39,2013,f,2013-09-01,2013-09-30
20130926,2013-09-26,2013,3,9,September,26,4,Thursday,39,2013,f,2013-09-01,2013-09-30
20130927,2013-09-27,2013,3,9,September,27,5,Friday,39,2013,f,2013-09-01,2013-09-30
20130928,2013-09-28,2013,3,9,September,28,6,Saturday,39,2013,t,2013-09-01,2013-09-30
20130929,2013-09-29,2013,3,9,September,29,7,Sunday,39,2013,t,2013-09-01,2013-09-30
20130930,2013-09-30,2013,3,9,September,30,1,Monday,40,2013,f,2013-09-01,2013-09-30
20131001,2013-10-01,2013,4,10,October,1,2,Tuesday,40,2013,f,2013-10-01,2013-10-31
20131002,2013-10-02,2013,4,10,October,2,3,Wednesday,40,2013,f,2013-10-01,2013-10-31
20131003,2013-10-03,2013,4,10,October,3,4,Thursday,40,2013,f,2013-10-01,2013-10-31
20131004,2013-10-04,2013,4,10,October,4,5,Friday,40,2013,f,2013-10-01,2013-10-31
20131005,2013-10-05,2013,4,10,October,5,6,Saturday,40,2013,t,2013-10-01,2013-10-31
20131006,2013-10-06,2013,4,10,October,6,7,Sunday,40,2013,t,2013-10-01,2013-10-31
20131007,2013-10-07,2013,4,10,October,7,1,Monday,41,2013,f,2013-10-01,2013-10-31
20131008,2013-10-08,2013,4,10,October,8,2,Tuesday,41,2013,f,2013-10-01,2013-10-31
20131009,2013-10-09,2013,4,10,October,9,3,Wednesday,41,2013,f,2013-10-01,2013-10-31
20131010,2013-10-10,2013,4,10,October,10,4,Thursday,41,2013,f,2013-10-01,2013-10-31
20131011,2013-10-11,2013,4,10,October,11,5,Friday,41,2013,f,2013-10-01,2013-10-31
20131012,2013-10-12,2013,4,10,October,12,6,Saturday,41,2013,t,2013-10-01,2013-10-31
20131013,2013-10-13,2013,4,10,October,13,7,Sunday,41,2013,t,2013-10-01,2013-10-31
20131014,2013-10-14,2013,4,10,October,14,1,Monday,42,2013,f,2013-10-01,2013-10-31
20131015,2013-10-15,2013,4,10,October,15,2,Tuesday,42,2013,f,2013-10-01,2013-10-31
20131016,2013-10-16,2013,4,10,October,16,3,Wednesday,42,2013,f,2013-10-01,2013-10-31
20131017,2013-10-17,2013,4,10,October,17,4,Thursday,42,2013,f,2013-10-01,2013-10-31
20131018,2013-10-18,2013,4,10,October,18,5,Friday,42,2013,f,2013-10-01,2013-10-31
20131019,2013-10-19,2013,4,10,October,19,6,Saturday,42,2013,t,2013-10-01,2013-10-31
20131020,2013-10-20,2013,4,10,October,20,7,Sunday,42,2013,t,2013-10-01,2013-10-31
20131021,2013-10-21,2013,4,10,October,21,1,Monday,43,2013,f,2013-10-01,2013-10-31
20131022,2013-10-22,2013,4,10,October,22,2,Tuesday,43,2013,f,2013-10-01,2013-10-31
20131023,2013-10-23,2013,4,10,October,23,3,Wednesday,43,2013,f,2013-10-01,2013-10-31
20131024,2013-10-24,2013,4,10,October,24,4,Thursday,43,2013,f,2013-10-01,2013-10-31
20131025,2013-10-25,2013,4,10,October,25,5,Friday,43,2013,f,2013-10-01,2013-10-31
20131026,2013-10-26,2013,4,10,October,26,6,Saturday,43,2013,t,2013-10-01,2013-10-31
20131027,2013-10-27,2013,4,10,October,27,7,Sunday,43,2013,t,2013-10-01,2013-10-31
20131028,2013-10-28,2013,4,10,October,28,1,Monday,44,2013,f,2013-10-01,2013-10-31
20131029,2013-10-29,2013,4,10,October,29,2,Tuesday,44,2013,f,2013-10-01,2013-10-31
20131030,2013-10-30,2013,4,10,October,30,3,Wednesday,44,2013,f,2013-10-01,2013-10-31
20131031,2013-10-31,2013,4,10,October,31,4,Thursday,44,2013,f,2013-10-01,2013-10-31
20131101,2013-11-01,2013,4,11,November,1,5,Friday,44,2013,f,2013-11-01,2013-11-30
20131102,2013-11-02,2013,4,11,November,2,6,Saturday,44,2013,t,2013-11-01,2013-11-30
20131103,2013-11-03,2013,4,11,November,3,7,Sunday,44,2013,t,2013-11-01,2013-11-30
20131104,2013-11-04,2013,4,11,November,4,1,Monday,45,2013,f,2013-11-01,2013-11-30
20131105,2013-11-05,2013,4,11,November,5,2,Tuesday,45,2013,f,2013-11-01,2013-11-30
20131106,2013-11-06,2013,4,11,November,6,3,Wednesday,45,2013,f,2013-11-01,2013-11-30
20131107,2013-11-07,2013,4,11,November,7,4,Thursday,45,2013,f,2013-11-01,2013-11-30
20131108,2013-11-08,2013,4,11,November,8,5,Friday,45,2013,f,2013-11-01,2013-11-30
20131109,2013-11-09,2013,4,11,November,9,6,Saturday,45,2013,t,2013-11-01,2013-11-30
20131110,2013-11-10,2013,4,11,November,10,7,Sunday,45,2013,t,2013-11-01,2013-11-30
20131111,2013-11-11,2013,4,11,November,11,1,Monday,46,2013,f,2013-11-01,2013-11-30
20131112,2013-11-12,2013,4,11,November,12,2,Tuesday,46,2013,f,2013-11-01,2013-11-30
20131113,2013-11-13,2013,4,11,November,13,3,Wednesday,46,2013,f,2013-11-01,2013-11-30
20131114,2013-11-14,2013,4,11,November,14,4,Thursday,46,2013,f,2013-11-01,2013-11-30
20131115,2013-11-15,2013,4,11,November,15,5,Friday,46,2013,f,2013-11-01,2013-11-30
20131116,2013-11-16,2013,4,11,November,16,6,Saturday,46,2013,t,2013-11-01,2013-11-30
20131117,2013-11-17,2013,4,11,November,17,7,Sunday,46,2013,t,2013-11-01,2013-11-30
20131118,2013-11-18,2013,4,11,November,18,1,Monday,47,2013,f,2013-11-01,2013-11-30
20131119,2013-11-19,2013,4,11,November,19,2,Tuesday,47,2013,f,2013-11-01,2013-11-30
20131120,2013-11-20,2013,4,11,November,20,3,Wednesday,47,2013,f,2013-11-01,2013-11-30
20131121,2013-11-21,2013,4,11,November,21,4,Thursday,47,2013,f,2013-11-01,2013-11-30
20131122,2013-11-22,2013,4,11,November,22,5,Friday,47,2013,f,2013-11-01,2013-11-30
20131123,2013-11-23,2013,4,11,November,23,6,Saturday,47,2013,t,2013-11-01,2013-11-30
20131124,2013-11-24,2013,4,11,November,24,7,Sunday,47,2013,t,2013-11-01,2013-11-30
20131125,2013-11-25,2013,4,11,November,25,1,Monday,48,2013,f,2013-11-01,2013-11-30
20131126,2013-11-26,2013,4,11,November,26,2,Tuesday,48,2013,f,2013-11-01,2013-11-30
20131127,2013-11-27,2013,4,11,November,27,3,Wednesday,48,2013,f,2013-11-01,2013-11-30
20131128,2013-11-28,2013,4,11,November,28,4,Thursday,48,2013,f,2013-11-01,2013-11-30
20131129,2013-11-29,2013,4,11,November,29,5,Friday,48,2013,f,2013-11-01,2013-11-30
20131130,2013-11-30,2013,4,11,November,30,6,Saturday,48,2013,t,2013-11-01,2013-11-30
20131201,2013-12-01,2013,4,12,December,1,7,Sunday,48,2013,t,2013-12-01,2013-12-31
20131202,2013-12-02,2013,4,12,December,2,1,Monday,49,2013,f,2013-12-01,2013-12-31
20131203,2013-12-03,2013,4,12,December,3,2,Tuesday,49,2013,f,2013-12-01,2013-12-31
20131204,2013-12-04,2013,4,12,December,4,3,Wednesday,49,2013,f,2013-12-01,2013-12-31
20131205,2013-12-05,2013,4,12,December,5,4,Thursday,49,2013,f,2013-12-01,2013-12-31
20131206,2013-12-06,2013,4,12,December,6,5,Friday,49,2013,f,2013-12-01,2013-12-31
20131207,2013-12-07,2013,4,12,December,7,6,Saturday,49,2013,t,2013-12-01,2013-12-31
20131208,2013-12-08,2013,4,12,December,8,7,Sunday,49,2013,t,2013-12-01,2013-12-31
20131209,2013-12-09,2013,4,12,December,9,1,Monday,50,2013,f,2013-12-01,2013-12-31
20131210,2013-12-10,2013,4,12,December,10,2,Tuesday,50,2013,f,2013-12-01,2013-12-31
20131211,2013-12-11,2013,4,12,December,11,3,Wednesday,50,2013,f,2013-12-01,2013-12-31
20131212,2013-12-12,2013,4,12,December,12,4,Thursday,50,2013,f,2013-12-01,2013-12-31
20131213,2013-12-13,2013,4,12,December,13,5,Friday,50,2013,f,2013-12-01,2013-12-31
20131214,2013-12-14,2013,4,12,December,14,6,Saturday,50,2013,t,2013-12-01,2013-12-31
20131215,2013-12-15,2013,4,12,December,15,7,Sunday,50,2013,t,2013-12-01,2013-12-31
20131216,2013-12-16,2013,4,12,December,16,1,Monday,51,2013,f,2013-12-01,2013-12-31
20131217,2013-12-17,2013,4,12,December,17,2,Tuesday,51,2013,f,2013-12-01,2013-12-31
20131218,2013-12-18,2013,4,12,December,18,3,Wednesday,51,2013,f,2013-12-01,2013-12-31
20131219,2013-12-19,2013,4,12,December,19,4,Thursday,51,2013,f,2013-12-01,2013-12-31
20131220,2013-12-20,2013,4,12,December,20,5,Friday,51,2013,f,2013-12-01,2013-12-31
20131221,2013-12-21,2013,4,12,December,21,6,Saturday,51,2013,t,2013-12-01,2013-12-31
20131222,2013-12-22,2013,4,12,December,22,7,Sunday,51,2013,t,2013-12-01,2013-12-31
20131223,2013-12-23,2013,4,12,December,23,1,Monday,52,2013,f,2013-12-01,2013-12-31
20131224,2013-12-24,2013,4,12,December,24,2,Tuesday,52,2013,f,2013-12-01,2013-12-31
20131225,2013-12-25,2013,4,12,December,25,3,Wednesday,52,2013,f,2013-12-01,2013-12-31
20131226,2013-12-26,2013,4,12,December,26,4,Thursday,52,2013,f,2013-12-01,2013-12-31
20131227,2013-12-27,2013,4,12,December,27,5,Friday,52,2013,f,2013-12-01,2013-12-31
20131228,2013-12-28,2013,4,12,December,28,6,Saturday,52,2013,t,2013-12-01,2013-12-31
20131229,2013-12-29,2013,4,12,December,29,7,Sunday,52,2013,t,2013-12-01,2013-12-31
20131230,2013-12-30,2013,4,12,December,30,1,Monday,1,2014,f,2013-12-01,2013-12-31
20131231,2013-12-31,2013,4,12,December,31,2,Tuesday,1,2014,f,2013-12-01,2013-12-31
20140101,2014-01-01,2014,1,1,January,1,3,Wednesday,1,2014,f,2014-01-01,2014-01-31
20140102,2014-01-02,2014,1,1,January,2,4,Thursday,1,2014,f,2014-01-01,2014-01-31
20140103,2014-01-03,2014,1,1,January,3,5,Friday,1,2014,f,2014-01-01,2014-01-31
20140104,2014-01-04,2014,1,1,January,4,6,Saturday,1,2014,t,2014-01-01,2014-01-31
20140105,2014-01-05,2014,1,1,January,5,7,Sunday,1,2014,t,2014-01-01,2014-01-31
20140106,2014-01-06,2014,1,1,January,6,1,Monday,2,2014,f,2014-01-01,2014-01-31
20140107,2014-01-07,2014,1,1,January,7,2,Tuesday,2,2014,f,2014-01-01,2014-01-31
20140108,2014-01-08,2014,1,1,January,8,3,Wednesday,2,2014,f,2014-01-01,2014-01-31
20140109,2014-01-09,2014,1,1,January,9,4,Thursday,2,2014,f,2014-01-01,2014-01-31
20140110,2014-01-10,2014,1,1,January,10,5,Friday,2,2014,f,2014-01-01,2014-01-31
20140111,2014-01-11,2014,1,1,January,11,6,Saturday,2,2014,t,2014-01-01,2014-01-31
20140112,2014-01-12,2014,1,1,January,12,7,Sunday,2,2014,t,2014-01-01,2014-01-31
20140113,2014-01-13,2014,1,1,January,13,1,Monday,3,2014,f,2014-01-01,2014-01-31
20140114,2014-01-14,2014,1,1,January,14,2,Tuesday,3,2014,f,2014-01-01,2014-01-31
20140115,2014-01-15,2014,1,1,January,15,3,Wednesday,3,2014,f,2014-01-01,2014-01-31
20140116,2014-01-16,2014,1,1,January,16,4,Thursday,3,2014,f,2014-01-01,2014-01-31
20140117,2014-01-17,2014,1,1,January,17,5,Friday,3,2014,f,2014-01-01,2014-01-31
20140118,2014-01-18,2014,1,1,January,18,6,Saturday,3,2014,t,2014-01-01,2014-01-31
20140119,2014-01-19,2014,1,1,January,19,7,Sunday,3,2014,t,2014-01-01,2014-01-31
20140120,2014-01-20,2014,1,1,January,20,1,Monday,4,2014,f,2014-01-01,2014-01-31
20140121,2014-01-21,2014,1,1,January,21,2,Tuesday,4,2014,f,2014-01-01,2014-01-31
20140122,2014-01-22,2014,1,1,January,22,3,Wednesday,4,2014,f,2014-01-01,2014-01-31
20140123,2014-01-23,2014,1,1,January,23,4,Thursday,4,2014,f,2014-01-01,2014-01-31
20140124,2014-01-24,2014,1,1,January,24,5,Friday,4,2014,f,2014-01-01,2014-01-31
20140125,2014-01-25,2014,1,1,January,25,6,Saturday,4,2014,t,2014-01-01,2014-01-31
20140126,2014-01-26,2014,1,1,January,26,7,Sunday,4,2014,t,2014-01-01,2014-01-31
20140127,2014-01-27,2014,1,1,January,27,1,Monday,5,2014,f,2014-01-01,2014-01-31
20140128,2014-01-28,2014,1,1,January,28,2,Tuesday,5,2014,f,2014-01-01,2014-01-31
20140129,2014-01-29,2014,1,1,January,29,3,Wednesday,5,2014,f,2014-01-01,2014-01-31
20140130,2014-01-30,2014,1,1,January,30,4,Thursday,5,2014,f,2014-01-01,2014-01-31
20140131,2014-01-31,2014,1,1,January,31,5,Friday,5,2014,f,2014-01-01,2014-01-31
20140201,2014-02-01,2014,1,2,February,1,6,Saturday,5,2014,t,2014-02-01,2014-02-28
20140202,2014-02-02,2014,1,2,February,2,7,Sunday,5,2014,t,2014-02-01,2014-02-28
20140203,2014-02-03,2014,1,2,February,3,1,Monday,6,2014,f,2014-02-01,2014-02-28
20140204,2014-02-04,2014,1,2,February,4,2,Tuesday,6,2014,f,2014-02-01,2014-02-28
20140205,2014-02-05,2014,1,2,February,5,3,Wednesday,6,2014,f,2014-02-01,2014-02-28
20140206,2014-02-06,2014,1,2,February,6,4,Thursday,6,2014,f,2014-02-01,2014-02-28
20140207,2014-02-07,2014,1,2,February,7,5,Friday,6,2014,f,2014-02-01,2014-02-28
20140208,2014-02-08,2014,1,2,February,8,6,Saturday,6,2014,t,2014-02-01,2014-02-28
20140209,2014-02-09,2014,1,2,February,9,7,Sunday,6,2014,t,2014-02-01,2014-02-28
20140210,2014-02-10,2014,1,2,February,10,1,Monday,7,2014,f,2014-02-01,2014-02-28
20140211,2014-02-11,2014,1,2,February,11,2,Tuesday,7,2014,f,2014-02-01,2014-02-28
20140212,2014-02-12,2014,1,2,February,12,3,Wednesday,7,2014,f,2014-02-01,2014-02-28
20140213,2014-02-13,2014,1,2,February,13,4,Thursday,7,2014,f,2014-02-01,2014-02-28
20140214,2014-02-14,2014,1,2,February,14,5,Friday,7,2014,f,2014-02-01,2014-02-28
20140215,2014-02-15,2014,1,2,February,15,6,Saturday,7,2014,t,2014-02-01,2014-02-28
20140216,2014-02-16,2014,1,2,February,16,7,Sunday,7,2014,t,2014-02-01,2014-02-28
20140217,2014-02-17,2014,1,2,February,17,1,Monday,8,2014,f,2014-02-01,2014-02-28
20140218,2014-02-18,2014,1,2,February,18,2,Tuesday,8,2014,f,2014-02-01,2014-02-28
20140219,2014-02-19,2014,1,2,February,19,3,Wednesday,8,2014,f,2014-02-01,2014-02-28
20140220,2014-02-20,2014,1,2,February,20,4,Thursday,8,2014,f,2014-02-01,2014-02-28
20140221,2014-02-21,2014,1,2,February,21,5,Friday,8,2014,f,2014-02-01,2014-02-28
20140222,2014-02-22,2014,1,2,February,22,6,Saturday,8,2014,t,2014-02-01,2014-02-28
20140223,2014-02-23,2014,1,2,February,23,7,Sunday,8,2014,t,2014-02-01,2014-02-28
20140224,2014-02-24,2014,1,2,February,24,1,Monday,9,2014,f,2014-02-01,2014-02-28
20140225,2014-02-25,2014,1,2,February,25,2,Tuesday,9,2014,f,2014-02-01,2014-02-28
20140226,2014-02-26,2014,1,2,February,26,3,Wednesday,9,2014,f,2014-02-01,2014-02-28
20140227,2014-02-27,2014,1,2,February,27,4,Thursday,9,2014,f,2014-02-01,2014-02-28
20140228,2014-02-28,2014,1,2,February,28,5,Friday,9,2014,f,2014-02-01,2014-02-28
20140301,2014-03-01,2014,1,3,March,1,6,Saturday,9,2014,t,2014-03-01,2014-03-31
20140302,2014-03-02,2014,1,3,March,2,7,Sunday,9,2014,t,2014-03-01,2014-03-31
20140303,2014-03-03,2014,1,3,March,3,1,Monday,10,2014,f,2014-03-01,2014-03-31
20140304,2014-03-04,2014,1,3,March,4,2,Tuesday,10,2014,f,2014-03-01,2014-03-31
20140305,2014-03-05,2014,1,3,March,5,3,Wednesday,10,2014,f,2014-03-01,2014-03-31
20140306,2014-03-06,2014,1,3,March,6,4,Thursday,10,2014,f,2014-03-01,2014-03-31
20140307,2014-03-07,2014,1,3,March,7,5,Friday,10,2014,f,2014-03-01,2014-03-31
20140308,2014-03-08,2014,1,3,March,8,6,Saturday,10,2014,t,2014-03-01,2014-03-31
20140309,2014-03-09,2014,1,3,March,9,7,Sunday,10,2014,t,2014-03-01,2014-03-31
20140310,2014-03-10,2014,1,3,March,10,1,Monday,11,2014,f,2014-03-01,2014-03-31
20140311,2014-03-11,2014,1,3,March,11,2,Tuesday,11,2014,f,2014-03-01,2014-03-31
20140312,2014-03-12,2014,1,3,March,12,3,Wednesday,11,2014,f,2014-03-01,2014-03-31
20140313,2014-03-13,2014,1,3,March,13,4,Thursday,11,2014,f,2014-03-01,2014-03-31
20140314,2014-03-14,2014,1,3,March,14,5,Friday,11,2014,f,2014-03-01,2014-03-31
20140315,2014-03-15,2014,1,3,March,15,6,Saturday,11,2014,t,2014-03-01,2014-03-31
20140316,2014-03-16,2014,1,3,March,16,7,Sunday,11,2014,t,2014-03-01,2014-03-31
20140317,2014-03-17,2014,1,3,March,17,1,Monday,12,2014,f,2014-03-01,2014-03-31
20140318,2014-03-18,2014,1,3,March,18,2,Tuesday,12,2014,f,2014-03-01,2014-03-31
20140319,2014-03-19,2014,1,3,March,19,3,Wednesday,12,2014,f,2014-03-01,2014-03-31
20140320,2014-03-20,2014,1,3,March,20,4,Thursday,12,2014,f,2014-03-01,2014-03-31
20140321,2014-03-21,2014,1,3,March,21,5,Friday,12,2014,f,2014-03-01,2014-03-31
20140322,2014-03-22,2014,1,3,March,22,6,Saturday,12,2014,t,2014-03-01,2014-03-31
20140323,2014-03-23,2014,1,3,March,23,7,Sunday,12,2014,t,2014-03-01,2014-03-31
20140324,2014-03-24,2014,1,3,March,24,1,Monday,13,2014,f,2014-03-01,2014-03-31
20140325,2014-03-25,2014,1,3,March,25,2,Tuesday,13,2014,f,2014-03-01,2014-03-31
20140326,2014-03-26,2014,1,3,March,26,3,Wednesday,13,2014,f,2014-03-01,2014-03-31
20140327,2014-03-27,2014,1,3,March,27,4,Thursday,13,2014,f,2014-03-01,2014-03-31
20140328,2014-03-28,2014,1,3,March,28,5,Friday,13,2014,f,2014-03-01,2014-03-31
